Phase,Activity,Type,Category,Total,Correct,Wrong,% Correct,% Wrong,Avg Time,Next Low,Next Moderate,Next High
Data analysis,DA - Feedback B,Explanation,High,0,,,,,,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback B,Explanation,Moderate,56,,,0.0,0.0,17.5,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback B,Explanation,Low,1,,,0.0,0.0,5.0,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback C,Explanation,High,1,,,0.0,0.0,4.0,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback C,Explanation,Moderate,1,,,0.0,0.0,6.0,Explore by your self!,Explore by your self!,Explore by your self!
Data analysis,DA - Feedback C,Explanation,Low,37,,,0.0,0.0,13.2,Explore by your self!,Explore by your self!,Explore by your self!
Reflection,Explore by your self!,Explanation,High,62,,,0.0,0.0,33.6,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?
Reflection,Explore by your self!,Explanation,Moderate,84,,,0.0,0.0,32.1,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?
Reflection,Explore by your self!,Explanation,Low,21,,,0.0,0.0,17.8,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?
Reflection,The End,Explanation,High,59,,,0.0,0.0,9.2,,,
Reflection,The End,Explanation,Moderate,83,,,0.0,0.0,7.4,,,
Reflection,The End,Explanation,Low,18,,,0.0,0.0,6.0,,,
Reflection,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,Question,High,62,62,0,100.0,0.0,51.4,Feedback C,Feedback B,Feedback A
Reflection,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,Question,Moderate,84,0,84,0.0,100.0,33.2,Feedback C,Feedback B,Feedback A
Reflection,After all that you have learned in this activity what do you think are some of the potential challenges and benefits of colonizing Mars?,Question,Low,19,0,19,0.0,100.0,27.1,Feedback C,Feedback B,Feedback A
Reflection,Feedback A,Explanation,High,60,,,0.0,0.0,11.0,The End,The End,The End
Reflection,Feedback A,Explanation,Moderate,7,,,0.0,0.0,7.4,The End,The End,The End
Reflection,Feedback A,Explanation,Low,3,,,0.0,0.0,7.7,The End,The End,The End
Reflection,Feedback B,Explanation,High,1,,,0.0,0.0,17.0,The End,The End,The End
Reflection,Feedback B,Explanation,Moderate,81,,,0.0,0.0,12.7,The End,The End,The End
Reflection,Feedback B,Explanation,Low,1,,,0.0,0.0,14.0,The End,The End,The End
Reflection,Feedback C,Explanation,High,0,,,,,,The End,The End,The End
Reflection,Feedback C,Explanation,Moderate,0,,,,,,The End,The End,The End
Reflection,Feedback C,Explanation,Low,17,,,0.0,0.0,10.6,The End,The End,The End
